Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank,P(name|ethnicity),P(name),numerator,P
2020,MALE,latinx,Mathias,30,58,0.00022443162690486342,7.527078665499133e-05,1.6893145107388585e-08,2.1831877547214814e-05
2020,MALE,latinx,Jordan,29,59,0.00021695057267470132,7.276176043315829e-05,1.5785705594793115e-08,2.040067668578629e-05
2020,MALE,latinx,Owen,29,59,0.00021695057267470132,7.276176043315829e-05,1.5785705594793115e-08,2.040067668578629e-05
2020,MALE,latinx,Bryson,28,60,0.0002094695184445392,7.025273421132525e-05,1.4715806404658503e-08,1.9017991107796017e-05
2020,MALE,latinx,Milan,28,60,0.0002094695184445392,7.025273421132525e-05,1.4715806404658503e-08,1.9017991107796017e-05
2020,MALE,latinx,Emiliano,27,61,0.0002019884642143771,6.774370798949219e-05,1.3683447536984755e-08,1.7683820813244e-05
2020,MALE,latinx,Henry,27,61,0.0002019884642143771,6.774370798949219e-05,1.3683447536984755e-08,1.7683820813244e-05
2020,MALE,latinx,Jaxon,27,61,0.0002019884642143771,6.774370798949219e-05,1.3683447536984755e-08,1.7683820813244e-05
2020,MALE,latinx,Eli,26,62,0.00019450740998421497,6.523468176765915e-05,1.2688628991771872e-08,1.639816580213024e-05
2020,MALE,latinx,Ezekiel,26,62,0.00019450740998421497,6.523468176765915e-05,1.2688628991771872e-08,1.639816580213024e-05
2020,MALE,latinx,Jadiel,26,62,0.00019450740998421497,6.523468176765915e-05,1.2688628991771872e-08,1.639816580213024e-05
2020,MALE,latinx,Dariel,25,63,0.00018702635575405287,6.272565554582611e-05,1.1731350769019853e-08,1.5161026074454734e-05
2020,MALE,latinx,Jack,25,63,0.00018702635575405287,6.272565554582611e-05,1.1731350769019853e-08,1.5161026074454734e-05
2020,MALE,latinx,Jared,25,63,0.00018702635575405287,6.272565554582611e-05,1.1731350769019853e-08,1.5161026074454734e-05
2020,MALE,latinx,Carter,24,64,0.00017954530152389074,6.0216629323993065e-05,1.0811612868728695e-08,1.3972401630217481e-05
2020,MALE,latinx,Iker,24,64,0.00017954530152389074,6.0216629323993065e-05,1.0811612868728695e-08,1.3972401630217481e-05
2020,MALE,latinx,Luca,24,64,0.00017954530152389074,6.0216629323993065e-05,1.0811612868728695e-08,1.3972401630217481e-05
2020,MALE,latinx,Messiah,24,64,0.00017954530152389074,6.0216629323993065e-05,1.0811612868728695e-08,1.3972401630217481e-05
