Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank,P(name|ethnicity),P(name),numerator,P
2011,FEMALE,latinx,MIA,229,2,0.002339288815339197,0.0007305673860681757,1.7090081150808764e-06,0.0025401442221804475
2011,FEMALE,latinx,MIAH,17,71,0.00017365899502518056,5.4234260101130944e-05,9.418267105096646e-09,1.3998620930381748e-05
2011,FEMALE,latinx,MICHELLE,51,40,0.0005209769850755417,0.00016270278030339284,8.476440394586983e-08,0.00012598758837343576
2011,FEMALE,latinx,MIKAELA,14,74,0.00014301329002073694,4.466350831857842e-05,6.387475268508453e-09,9.493874402611844e-06
2011,FEMALE,latinx,MIKAYLA,26,62,0.00026559611003851145,8.29465154487885e-05,2.203027184444752e-08,3.274417906206942e-05
2011,FEMALE,latinx,MILA,19,69,0.00019408946502814296,6.061476128949929e-05,1.1764686591487507e-08,1.7486166629300383e-05
2011,FEMALE,latinx,MILEY,17,71,0.00017365899502518056,5.4234260101130944e-05,9.418267105096646e-09,1.3998620930381748e-05
2011,FEMALE,latinx,MIRANDA,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,MIRIAM,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,MYA,29,59,0.00029624181504295504,9.251726723134103e-05,2.7407483167426574e-08,4.0736471288757956e-05
2011,FEMALE,latinx,NADIA,14,74,0.00014301329002073694,4.466350831857842e-05,6.387475268508453e-09,9.493874402611844e-06
2011,FEMALE,latinx,NANCY,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,NAOMI,22,66,0.0002247351700325866,7.018551307205181e-05,1.5773153214071895e-08,2.344405719828639e-05
2011,FEMALE,latinx,NATALIA,50,41,0.0005107617500740605,0.00015951252970920865,8.147289883301597e-08,0.00012109533676800819
2011,FEMALE,latinx,NATALIE,46,44,0.0004699008100681356,0.00014675152733247196,6.895866157226471e-08,0.00010249509304044213
2011,FEMALE,latinx,NATALY,13,75,0.00013279805501925572,4.147325772439425e-05,5.50756796111188e-09,8.186044765517356e-06
2011,FEMALE,latinx,NATASHA,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,NATHALIA,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,NATHALIE,26,62,0.00026559611003851145,8.29465154487885e-05,2.203027184444752e-08,3.274417906206942e-05
2011,FEMALE,latinx,NATHALY,20,68,0.00020430470002962418,6.380501188368347e-05,1.3035663813282557e-08,1.9375253882881315e-05
2011,FEMALE,latinx,NAYELI,17,71,0.00017365899502518056,5.4234260101130944e-05,9.418267105096646e-09,1.3998620930381748e-05
2011,FEMALE,latinx,NEVAEH,32,56,0.0003268875200473987,0.00010208801901389354,3.337129936200335e-08,4.960064994017617e-05
2011,FEMALE,latinx,NICOLE,71,25,0.0007252816851051659,0.0002265077921870763,1.6428195320689344e-07,0.0002441766370590118
2011,FEMALE,latinx,NINA,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,NOEMI,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,NYLA,16,72,0.00016344376002369934,5.104400950694677e-05,8.342824840500837e-09,1.2400162485044042e-05
2011,FEMALE,latinx,OLIVIA,86,18,0.000878510210127384,0.00027436155109983887,2.4102942390759443e-07,0.0003582484442944754
2011,FEMALE,latinx,PAOLA,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,PENELOPE,14,74,0.00014301329002073694,4.466350831857842e-05,6.387475268508453e-09,9.493874402611844e-06
2011,FEMALE,latinx,PERLA,12,76,0.0001225828200177745,3.828300713021008e-05,4.69283897278172e-09,6.975091397837272e-06
2011,FEMALE,latinx,RACHEL,25,63,0.00025538087503703023,7.975626485460433e-05,2.0368224708253993e-08,3.0273834192002048e-05
2011,FEMALE,latinx,RAQUEL,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,REBECCA,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,RIHANNA,21,67,0.0002145199350311054,6.699526247786764e-05,1.4371819354144018e-08,2.1361217405876648e-05
2011,FEMALE,latinx,RILEY,12,76,0.0001225828200177745,3.828300713021008e-05,4.69283897278172e-09,6.975091397837272e-06
2011,FEMALE,latinx,ROSA,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,ROSE,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,ROSELYN,16,72,0.00016344376002369934,5.104400950694677e-05,8.342824840500837e-09,1.2400162485044042e-05
2011,FEMALE,latinx,RUBY,20,68,0.00020430470002962418,6.380501188368347e-05,1.3035663813282557e-08,1.9375253882881315e-05
2011,FEMALE,latinx,SABRINA,25,63,0.00025538087503703023,7.975626485460433e-05,2.0368224708253993e-08,3.0273834192002048e-05
2011,FEMALE,latinx,SADIE,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,SAMANTHA,100,14,0.001021523500148121,0.0003190250594184173,3.258915953320639e-07,0.00048438134707203277
2011,FEMALE,latinx,SAMARA,12,76,0.0001225828200177745,3.828300713021008e-05,4.69283897278172e-09,6.975091397837272e-06
2011,FEMALE,latinx,SARA,29,59,0.00029624181504295504,9.251726723134103e-05,2.7407483167426574e-08,4.0736471288757956e-05
2011,FEMALE,latinx,SARAH,53,38,0.0005414074550785041,0.00016908328149176118,9.154294912877676e-08,0.00013606272039253404
2011,FEMALE,latinx,SARAI,24,64,0.000245165640035549,7.656601426042015e-05,1.877135589112688e-08,2.790036559134909e-05
2011,FEMALE,latinx,SARIAH,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,SASHA,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,SAVANNA,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,SAVANNAH,38,51,0.00038817893005628593,0.00012122952257899858,4.7058746365950027e-08,6.994466651720153e-05
2011,FEMALE,latinx,SCARLET,29,59,0.00029624181504295504,9.251726723134103e-05,2.7407483167426574e-08,4.0736471288757956e-05
2011,FEMALE,latinx,SCARLETT,65,28,0.0006639902750962786,0.00020736628862197125,1.37689199027797e-07,0.00020465111913793384
2011,FEMALE,latinx,SELENA,15,73,0.00015322852502221813,4.78537589127626e-05,7.3325608949714376e-09,1.0898580309120738e-05
2011,FEMALE,latinx,SERENITY,37,52,0.0003779636950548047,0.0001180392719848144,4.4614559400959544e-08,6.631180641416129e-05
2011,FEMALE,latinx,SHERLYN,13,75,0.00013279805501925572,4.147325772439425e-05,5.50756796111188e-09,8.186044765517356e-06
2011,FEMALE,latinx,SHIRLEY,15,73,0.00015322852502221813,4.78537589127626e-05,7.3325608949714376e-09,1.0898580309120738e-05
2011,FEMALE,latinx,SIENNA,17,71,0.00017365899502518056,5.4234260101130944e-05,9.418267105096646e-09,1.3998620930381748e-05
2011,FEMALE,latinx,SKYLA,21,67,0.0002145199350311054,6.699526247786764e-05,1.4371819354144018e-08,2.1361217405876648e-05
2011,FEMALE,latinx,SKYLAR,12,76,0.0001225828200177745,3.828300713021008e-05,4.69283897278172e-09,6.975091397837272e-06
2011,FEMALE,latinx,SOFIA,165,6,0.0016855137752443995,0.0005263913480403886,8.87239868291544e-07,0.0013187282174036094
2011,FEMALE,latinx,SOPHIA,223,3,0.0022779974053303096,0.0007114258825030706,1.6206263144268207e-06,0.0024087800008545123
2011,FEMALE,latinx,SOPHIE,12,76,0.0001225828200177745,3.828300713021008e-05,4.69283897278172e-09,6.975091397837272e-06
2011,FEMALE,latinx,STACY,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,STELLA,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,STEPHANIE,50,41,0.0005107617500740605,0.00015951252970920865,8.147289883301597e-08,0.00012109533676800819
2011,FEMALE,latinx,STEPHANY,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,TATIANA,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,TAYLOR,13,75,0.00013279805501925572,4.147325772439425e-05,5.50756796111188e-09,8.186044765517356e-06
2011,FEMALE,latinx,TIANA,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,TIFFANY,24,64,0.000245165640035549,7.656601426042015e-05,1.877135589112688e-08,2.790036559134909e-05
2011,FEMALE,latinx,VALENTINA,85,19,0.0008682949751259028,0.0002711713005056547,2.3545667762741616e-07,0.0003499655232595437
2011,FEMALE,latinx,VALERIA,45,45,0.0004596855750666544,0.00014356127673828778,6.599304805474293e-08,9.808722278208664e-05
2011,FEMALE,latinx,VALERIE,53,38,0.0005414074550785041,0.00016908328149176118,9.154294912877676e-08,0.00013606272039253404
2011,FEMALE,latinx,VANESSA,42,47,0.0004290398700622108,0.00013399052495573528,5.7487277416576074e-08,8.544486962350659e-05
2011,FEMALE,latinx,VERONICA,10,78,0.00010215235001481209,3.190250594184173e-05,3.2589159533206393e-09,4.843813470720329e-06
2011,FEMALE,latinx,VICTORIA,114,11,0.0011645367901688577,0.00036368856773699574,4.235287172935502e-07,0.0006295019986548138
2011,FEMALE,latinx,VIOLET,14,74,0.00014301329002073694,4.466350831857842e-05,6.387475268508453e-09,9.493874402611844e-06
2011,FEMALE,latinx,VIVIANA,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,WENDY,12,76,0.0001225828200177745,3.828300713021008e-05,4.69283897278172e-09,6.975091397837272e-06
2011,FEMALE,latinx,XIMENA,18,70,0.00018387423002666178,5.7424510695315116e-05,1.0558887688758871e-08,1.5693955645133865e-05
2011,FEMALE,latinx,YAMILET,11,77,0.0001123675850162933,3.5092756536025905e-05,3.943288303517974e-09,5.861014299571598e-06
2011,FEMALE,latinx,YARETZI,22,66,0.0002247351700325866,7.018551307205181e-05,1.5773153214071895e-08,2.344405719828639e-05
2011,FEMALE,latinx,ZOE,65,28,0.0006639902750962786,0.00020736628862197125,1.37689199027797e-07,0.00020465111913793384
2011,FEMALE,latinx,ZOEY,27,61,0.00027581134503999266,8.613676604297267e-05,2.375749729970746e-08,3.5311400201551194e-05
2011,FEMALE,white,ABIGAIL,103,19,0.0007653326596424485,0.00032859581120096983,2.5148510613380613e-07,0.0003737890029152925
2011,FEMALE,white,ADDISON,19,72,0.00014117786925443225,6.061476128949929e-05,8.557462844217552e-09,1.2719184659479742e-05
