NAME,CITY,STATE
HILLERY T. BROADOUS ELEMENTARY,PACOIMA,CA
ASPIRE COMMUNITY DAY,HEMET,CA
GABRIELA MISTRAL ELEMENTARY,MOUNTAIN VIEW,CA
MCSWEENY ELEMENTARY,HEMET,CA
BURROUGHS HIGH,BURBANK,CA
SOLORSANO MIDDLE,GILROY,CA
JOHN MUIR MIDDLE,BURBANK,CA
FEATHER RIVER ACADEMY,YUBA CITY,CA
CENTRAL VALLEY HOME,KINGSBURG,CA
ORCHARD ELEMENTARY,RIO LINDA,CA
LAWTON ALTERNATIVE ELEMENTARY,SAN FRANCISCO,CA
WILLIAM SHEPPARD MIDDLE,SAN JOSE,CA
LOVE ELEMENTARY,ALAMEDA,CA
DESERT HOT SPRINGS HIGH,DESERT HOT SPRINGS,CA
ROLANDO PARK ELEMENTARY,SAN DIEGO,CA
ARROYO VALLEY HIGH,SAN BERNARDINO,CA
ROBLA PRESCHOOL,SACRAMENTO,CA
MONTE VISTA ELEMENTARY,WEST COVINA,CA
HARBOR HIGH,SANTA CRUZ,CA
TEHAMA COUNTY SPECIAL EDUCATION,RED BLUFF,CA
SURFSIDE HIGH (CONTINUATION),OCEANSIDE,CA
SERRA (JUNIPERO) ELEMENTARY,SAN FRANCISCO,CA
OPPORTUNITIES FOR LEARNING - SANTA CLARITA,VALENCIA,CA
VINE HILL ELEMENTARY,SCOTTS VALLEY,CA
HILLIARD COMSTOCK MIDDLE,SANTA ROSA,CA
ALTURAS ELEMENTARY,ALTURAS,CA
SPRINGVILLE ELEMENTARY,SPRINGVILLE,CA
MARY ANN SANDERS ELEMENTARY,MODESTO,CA
GOLDEN VALLEY HIGH,MERCED,CA
TYRRELL ELEMENTARY,HAYWARD,CA
SUNNYSLOPE ELEMENTARY,JURUPA VALLEY,CA
WEBSTER ELEMENTARY,MADERA,CA
LAKEVIEW MIDDLE,WATSONVILLE,CA
DIXIE CANYON COMMUNITY CHARTER,SHERMAN OAKS,CA
DONLON ELEMENTARY,PLEASANTON,CA
SANTA CRUZ COUNTY ROP,SANTA CRUZ,CA
BARNARD ELEMENTARY,SAN DIEGO,CA
HOLMES ELEMENTARY,LAKEWOOD,CA
INGRID B. LACY MIDDLE,PACIFICA,CA
WESTSIDE GLOBAL AWARENESS MAGNET,MARINA DEL REY,CA
ALBANY HIGH,ALBANY,CA
SOUTH TAHOE HIGH,SOUTH LAKE TAHOE,CA
SOUTHWEST SENIOR HIGH,SAN DIEGO,CA
VINE ELEMENTARY,WEST COVINA,CA
HORICON ELEMENTARY,ANNAPOLIS,CA
RIO DEL VALLE MIDDLE,OXNARD,CA
TOM BRADLEY GLOBAL AWARENESS MAGNET,LOS ANGELES,CA
CA ADVANCING PATHWAYS FOR STUDENTS IN LOS ANGELES CO,BELLFLOWER,CA
GILROY SPECIAL ED PRESCHOOL,GILROY,CA
HAYWARD HIGH,HAYWARD,CA
JOHN MUIR ELEMENTARY,GLENDALE,CA
SPARKS ELEMENTARY,LA PUENTE,CA
FOOTHILL OAKS ELEMENTARY,SACRAMENTO,CA
INA ARBUCKLE ELEMENTARY,JURUPA VALLEY,CA
CDS SECONDARY,LOS ANGELES,CA
ORCHARD ACADEMIES 2C,BELL,CA
PASADENA AVENUE ELEMENTARY,SACRAMENTO,CA
NOVATO HIGH,NOVATO,CA
CHULA VISTA HILLS ELEMENTARY,CHULA VISTA,CA
JANE ADDAMS CONTINUATION,GRANADA HILLS,CA
JOHN F. KENNEDY HIGH,GRANADA HILLS,CA
MONTGOMERY HIGH,SANTA ROSA,CA
MAYWOOD ACADEMY HIGH,MAYWOOD,CA
CIPRIANI ELEMENTARY,BELMONT,CA
NATIONAL CITY MIDDLE,NATIONAL CITY,CA
EL CAMINO HIGH (CONTINUATION),WHITTIER,CA
LA SALLE AVENUE ELEMENTARY,LOS ANGELES,CA
ARMADA ELEMENTARY,MORENO VALLEY,CA
GATEWAY TO COLLEGE AT LANEY COLLEGE,OAKLAND,CA
LEARNING POST HIGH (ALTERNATIVE),SANTA CLARITA,CA
BORON JUNIOR-SENIOR HIGH,BORON,CA
PAUBA VALLEY ELEMENTARY,TEMECULA,CA
FOLSOM HIGH,FOLSOM,CA
LIBERTY HIGH,LODI,CA
LUGONIA ELEMENTARY,REDLANDS,CA
TENNYSON HIGH,HAYWARD,CA
FORT MILLER MIDDLE,FRESNO,CA
LA PALOMA ELEMENTARY,FALLBROOK,CA
JEFFERSON,TRACY,CA
SOUTHERN HUMBOLDT COMMUNITY,GARBERVILLE,CA
HONEY RUN ACADEMY SECONDARY,PARADISE,CA
ESTHER L. WALTER,ANAHEIM,CA
LA COLINA JUNIOR HIGH,SANTA BARBARA,CA
FRED L. THOMPSON JUNIOR HIGH,BAKERSFIELD,CA
LIMERICK AVENUE ELEMENTARY,CANOGA PARK,CA
PAJARO VALLEY HIGH,WATSONVILLE,CA
JEFFERSON,HAWTHORNE,CA
BILLY MITCHELL ELEMENTARY,LAWNDALE,CA
HARRIS NEWMARK CONTINUATION,LOS ANGELES,CA
GEORGE BROWN JR. ELEMENTARY,SAN BERNARDINO,CA
FOWLER ACADEMY COMMUNITY DAY,FOWLER,CA
PALOMA VALLEY HIGH,MENIFEE,CA
ALMA PRESCHOOL,CASTRO VALLEY,CA
OAKLAND SOL (SCHOOL OF LANGUAGE) DUAL LANGUAGE MIDDLE,OAKLAND,CA
PASO VERDE,SACRAMENTO,CA
HEARTHSTONE,OROVILLE,CA
SALINAS COMMUNITY,SALINAS,CA
H. A. SNOW ELEMENTARY,NEWARK,CA
RANCHERO MIDDLE,HESPERIA,CA
CLINTON WILLIAM JEFFERSON,COMPTON,CA
WARNER HIGH,ALTURAS,CA
RANCHERIA CONTINUATION,BOONVILLE,CA
DANIEL WEBSTER MIDDLE,LOS ANGELES,CA
SUNLAND ELEMENTARY,SUNLAND,CA
FREEDOM HIGH,REDDING,CA
EARL LEGETTE ELEMENTARY,FAIR OAKS,CA
CAROLYN A. CLARK ELEMENTARY,SAN JOSE,CA
CROCKER/RIVERSIDE ELEMENTARY,SACRAMENTO,CA
MIRAMAR RANCH ELEMENTARY,SAN DIEGO,CA
DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,ESCONDIDO,CA
ETHEL KUCERA MIDDLE,RIALTO,CA
PARKSIDE ELEMENTARY,SAN BERNARDINO,CA
HERON,SACRAMENTO,CA
MCCLOUD HIGH,MCCLOUD,CA
SOPHIA T. SALVIN SPECIAL EDUCATION CENTER,LOS ANGELES,CA
CRAIG WILLIAMS ELEMENTARY,LAKEWOOD,CA
ANZA ELEMENTARY,TORRANCE,CA
RAY WILTSEY MIDDLE,ONTARIO,CA
CAMELLIA AVENUE ELEMENTARY,NORTH HOLLYWOOD,CA
ARROW HIGH (CONTINUATION),GLENDORA,CA
LA MARIPOSA,CAMARILLO,CA
OAK RUN ELEMENTARY,OAK RUN,CA
JOHN L. GOLDEN ELEMENTARY,ETIWANDA,CA
CARPENTER (C. C.) ELEMENTARY,DOWNEY,CA
SYCAMORE ELEMENTARY,UPLAND,CA
SIERRA VISTA HIGH,BALDWIN PARK,CA
ESTRELLA ELEMENTARY,LOS ANGELES,CA
GOLDEN SPRINGS ELEMENTARY,DIAMOND BAR,CA
MOLLY S. BAKMAN ELEMENTARY,FRESNO,CA
MOUNTAIN HOUSE ELEMENTARY,BYRON,CA
SAN LORENZO HIGH,SAN LORENZO,CA
SEQUOIA ELEMENTARY,SANTA ROSA,CA
CITRUS AVENUE ELEMENTARY,CHICO,CA
ROBERTS FERRY UNION ELEMENTARY,WATERFORD,CA
GRAVENSTEIN ELEMENTARY,SEBASTOPOL,CA
BOB HOLCOMB ELEMENTARY,SAN BERNARDINO,CA
PALM DESERT CHARTER MIDDLE,PALM DESERT,CA
ABRAHAM LINCOLN SENIOR HIGH,LOS ANGELES,CA
VICHY ELEMENTARY,NAPA,CA
JAN WORK COMMUNITY,MAMMOTH LAKES,CA
SAN ANTONIO ELEMENTARY,OJAI,CA
WASHINGTON ELEMENTARY,WINTON,CA
GLENSHIRE ELEMENTARY,TRUCKEE,CA
UNIVERSITY HIGH,IRVINE,CA
MCKINLEY ELEMENTARY,SANTA BARBARA,CA
ROEDING ELEMENTARY,FRESNO,CA
WILLIAM WORKMAN HIGH,CITY OF INDUSTRY,CA
WATSONVILLE CHARTER SCHOOL OF THE ARTS,WATSONVILLE,CA
KIMBALL,NATIONAL CITY,CA
LONG BARN HIGH,LONG BARN,CA
ACE CHARTER HIGH,SAN JOSE,CA
SOUTHWEST HIGH,EL CENTRO,CA
JOE SERNA JR. CHARTER,ACAMPO,CA
WAYSIDE ELEMENTARY,BAKERSFIELD,CA
LA CONTENTA MIDDLE,YUCCA VALLEY,CA
SANTA BARBARA COUNTY ROP-SOUTH,SANTA BARBARA,CA
OLITA ELEMENTARY,LA HABRA,CA
SHASTA MEADOWS ELEMENTARY,REDDING,CA
MILDRED B. JANSON ELEMENTARY,ROSEMEAD,CA
MARSHALL (THURGOOD) ELEMENTARY,CHULA VISTA,CA
BREA COUNTRY HILLS ELEMENTARY,BREA,CA
KINOSHITA ELEMENTARY,SAN JUAN CAPISTRANO,CA
ANDERSON HIGH,ANDERSON,CA
O'HARA PARK MIDDLE,OAKLEY,CA
CARMACK,SAN BERNARDINO,CA
CREEKSIDE ELEMENTARY,SAN DIEGO,CA
FRIDA KAHLO HIGH,LOS ANGELES,CA
SKYLINE HIGH,OAKLAND,CA
ARROYO VERDE ELEMENTARY,HIGHLAND,CA
OAK GLEN HIGH,VALLEY CENTER,CA
COPPEROPOLIS ELEMENTARY,COPPEROPOLIS,CA
DA VINCI CHARTER ACADEMY,DAVIS,CA
LAKEPORT ELEMENTARY,LAKEPORT,CA
CALPELLA ELEMENTARY,UKIAH,CA
LA MESA ARTS ACADEMY,LA MESA,CA
CHERRYWOOD ELEMENTARY,SAN JOSE,CA
STANTON ELEMENTARY,GLENDORA,CA
ANDREW P. HILL HIGH,SAN JOSE,CA
JOHN L. PRUEITT ELEMENTARY,WASCO,CA
SONOMA VALLEY HIGH,SONOMA,CA
LIBERTY ELEMENTARY,ONTARIO,CA
PARKER ELEMENTARY,OAKLAND,CA
ANDREW CARNEGIE MIDDLE,CARSON,CA
PACIFIC HIGH,VENTURA,CA
CALICO CONTINUATION HIGH,YERMO,CA
MONO COUNTY ROP,BRIDGEPORT,CA
COYOTE RIDGE ELEMENTARY,ROSEVILLE,CA
MONTEREY HIGH,MONTEREY,CA
WESTFIELD VILLAGE ELEMENTARY,WEST SACRAMENTO,CA
BORONDA ELEMENTARY,SALINAS,CA
HAPPY VALLEY ELEMENTARY,LAFAYETTE,CA
MONO COUNTY OFFICE OF EDUCATION INCLUSIVE PRESCHOOL,MAMMOTH LAKES,CA
SATICOY ELEMENTARY,NORTH HOLLYWOOD,CA
VICTORIA ELEMENTARY,COSTA MESA,CA
ERLE STANLEY GARDNER MIDDLE,TEMECULA,CA
DARTMOUTH MIDDLE,HEMET,CA
SOMIS ELEMENTARY,SOMIS,CA
OXFORD ACADEMY,CYPRESS,CA
NINETY-THIRD STREET ELEMENTARY,LOS ANGELES,CA
WASHINGTON MIDDLE,LA HABRA,CA
PALISADES CHARTER ELEMENTARY,PACIFIC PALISADES,CA
SMILEY ELEMENTARY,REDLANDS,CA
ATHERWOOD ELEMENTARY,SIMI VALLEY,CA
JOHN HOPE CONTINUATION,LOS ANGELES,CA
MATTHEW TURNER ELEMENTARY,BENICIA,CA
TOPAZ ELEMENTARY,FULLERTON,CA
DELTA HIGH,SANTA MARIA,CA
FRYBERGER ELEMENTARY,WESTMINSTER,CA
BIRCH LANE ELEMENTARY,DAVIS,CA
DUNHAM CHARTER,PETALUMA,CA
CANYON RIM ELEMENTARY,ANAHEIM,CA
CASA GRANDE HIGH,PETALUMA,CA
WOODROW WILSON ELEMENTARY,SELMA,CA
LINCOLN ELEMENTARY,LONG BEACH,CA
MANTECA COMMUNITY DAY (7-12),MANTECA,CA
SIERRA HIGH,MANTECA,CA
CURREN ELEMENTARY,OXNARD,CA
EAST LAKE,CLEARLAKE OAKS,CA
JEFFERSON ELEMENTARY,LINDSAY,CA
ARTURO SANCHEZ ELEMENTARY,NORWALK,CA
ERIC WHITE ELEMENTARY,SELMA,CA
SHELYN ELEMENTARY,ROWLAND HEIGHTS,CA
ROBERT L. STEVENS ELEMENTARY,SANTA ROSA,CA
ESPERANZA ELEMENTARY,LOS ANGELES,CA
PLYMOUTH ELEMENTARY,PLYMOUTH,CA
NORTH COUNTRY ELEMENTARY,ANTELOPE,CA
WEST HOLLYWOOD ELEMENTARY,WEST HOLLYWOOD,CA
MONTICELLO ELEMENTARY,TRACY,CA
OCEAN SHORE ELEMENTARY,PACIFICA,CA
CHAWANAKEE ACADEMY CHARTER,O'NEALS,CA
PARKLANE ELEMENTARY,STOCKTON,CA
KNOLLS ELEMENTARY,SIMI VALLEY,CA
STREET ACADEMY (ALTERNATIVE),OAKLAND,CA
NORWOOD CREEK ELEMENTARY,SAN JOSE,CA
BELL GARDENS HIGH,BELL GARDENS,CA
ELEANOR J. TOLL MIDDLE,GLENDALE,CA
ROSITA ELEMENTARY,SANTA ANA,CA
ESTRELLITA CONTINUATION HIGH,GALT,CA
GREENFIELD HIGH,GREENFIELD,CA
GOLDEN OAK ELEMENTARY,SHAFTER,CA
MONROVIA HIGH,MONROVIA,CA
SAN JUAN HIGH,CITRUS HEIGHTS,CA
PACIFIC BEACH ELEMENTARY,SAN DIEGO,CA
SANTA RITA ELEMENTARY,LOS ALTOS,CA
HUGHES-ELIZABETH LAKES,LAKE HUGHES,CA
HOPE STREET ELEMENTARY,HUNTINGTON PARK,CA
RIALTO HIGH,RIALTO,CA
COMMUNITY UNITED ELEMENTARY,OAKLAND,CA
CASCADE HIGH,DORRIS,CA
PINOLE VALLEY HIGH,PINOLE,CA
TOMALES ELEMENTARY,TOMALES,CA
ALVARADO ELEMENTARY,SAN FRANCISCO,CA
PILARCITOS ALTERNATIVE HIGH (CONTINUATION),HALF MOON BAY,CA
RIDGEWOOD ELEMENTARY,EUREKA,CA
MICHELLE OBAMA ELEMENTARY,PANORAMA CITY,CA
ORR CREEK,UKIAH,CA
FRED EKSTRAND ELEMENTARY,SAN DIMAS,CA
SAN MATEO HIGH,SAN MATEO,CA
THOMAS E. MATHEWS COMMUNITY,MARYSVILLE,CA
CABRILLO HIGH,LOMPOC,CA
DOWNEY HIGH,DOWNEY,CA
ROBERT E. PEARY MIDDLE,GARDENA,CA
BUD CARSON MIDDLE,HAWTHORNE,CA
MARLTON,LOS ANGELES,CA
NATOMA STATION ELEMENTARY,FOLSOM,CA
TWIN RIDGES SPECIAL EDUCATION PRESCHOOL,NEVADA CITY,CA
SWEETWATER HIGH,NATIONAL CITY,CA
EASTON CONTINUATION HIGH,FRESNO,CA
MANTECA HIGH,MANTECA,CA
CHANNEL ISLANDS HIGH,OXNARD,CA
KATELLA HIGH,ANAHEIM,CA
CLEAR LAKE HIGH,LAKEPORT,CA
RONALD REAGAN ELEMENTARY,BAKERSFIELD,CA
WEST ORANGE ELEMENTARY,ORANGE,CA
BONITA VISTA SENIOR HIGH,CHULA VISTA,CA
HUBERT HOWE BANCROFT MIDDLE,LOS ANGELES,CA
SUMAC ELEMENTARY,AGOURA,CA
TODDY THOMAS MIDDLE,FORTUNA,CA
SUMMIT HIGH,FONTANA,CA
FINLEY ELEMENTARY,WESTMINSTER,CA
H. ALLEN HIGHT ELEMENTARY,SACRAMENTO,CA
HILMAR HIGH,HILMAR,CA
HAWTHORNE MIDDLE,HAWTHORNE,CA
QUANTUM ACADEMY,ESCONDIDO,CA
PETALUMA ACCELERATED CHARTER,PETALUMA,CA
MOUNTAIN VIEW HIGH,EL MONTE,CA
WAGNER RANCH ELEMENTARY,ORINDA,CA
MAPLE HIGH,LOMPOC,CA
HIDDEN SPRINGS ELEMENTARY,MORENO VALLEY,CA
SAN MIGUEL ELEMENTARY,SUNNYVALE,CA
FRANK LANTERMAN,LOS ANGELES,CA
ISHI HILLS MIDDLE,OROVILLE,CA
CHAPMAN ELEMENTARY,CHICO,CA
FINE ARTS ACADEMY,ATASCADERO,CA
ADAMS ELEMENTARY,SANTA ANA,CA
CHARLES H. CASTLE ELEMENTARY,BAKERSFIELD,CA
VISTA DEL VALLE DUAL LANGUAGE ACADEMY,SAN FERNANDO,CA
RICHARDSON PREP HI MIDDLE,SAN BERNARDINO,CA
ESPERANZA HIGH,ANAHEIM,CA
MT. DIABLO HIGH,CONCORD,CA
RAMONA HEAD START/STATE PRESCHOOL,NORWALK,CA
GRIZZLY CHALLENGE CHARTER,SAN LUIS OBISPO,CA
WESTWOOD CHARTER ELEMENTARY,LOS ANGELES,CA
MARCE BECERRA ACADEMY,HEALDSBURG,CA
METWEST HIGH,OAKLAND,CA
GARFIELD ELEMENTARY,SAN DIEGO,CA
ENCINO CHARTER ELEMENTARY,ENCINO,CA
FORTUNA MIDDLE,FORTUNA,CA
LOS ANGELES ACADEMY OF ARTS AND ENTERPRISE,LOS ANGELES,CA
JAMES R. COWAN FUNDAMENTAL ELEMENTARY,SACRAMENTO,CA
BROWNS ELEMENTARY,RIO OSO,CA
WOODLAND SENIOR HIGH,WOODLAND,CA
MORRIS E. DAILEY CHARTER ELEMENTARY,FRESNO,CA
HOME STREET MIDDLE,BISHOP,CA
PRAIRIE ELEMENTARY,ANDERSON,CA
SOUTH GATE SENIOR HIGH,SOUTH GATE,CA
J. H. MCGAUGH ELEMENTARY,SEAL BEACH,CA
YREKA HIGH,YREKA,CA
MELVA DAVIS ACADEMY OF EXCELLENCE,VICTORVILLE,CA
OLD ADOBE ELEMENTARY CHARTER,PETALUMA,CA
VALLEY OAK HIGH,NAPA,CA
ALBERT POWELL CONTINUATION,YUBA CITY,CA
VISTA ALTERNATIVE,FREMONT,CA
PLACER COUNTY COURT SCHOOLS,AUBURN,CA
GLASSELL PARK ES SCI TECH ENGR ARTS AND MATH MAGNET,LOS ANGELES,CA
WASHINGTON ELEMENTARY,SAN JOSE,CA
WEAVER PRESCHOOL,MERCED,CA
CENTRAL GAITHER ELEMENTARY,YUBA CITY,CA
ROWAN AVENUE ELEMENTARY,LOS ANGELES,CA
RAMON S. TAFOYA ELEMENTARY,WOODLAND,CA
PARLIER HIGH,PARLIER,CA
FOOTHILL HIGH,PLEASANTON,CA
JOHN F. KENNEDY HIGH,SACRAMENTO,CA
NEWMAN-CROWS LANDING INDEPENDENT STUDY,NEWMAN,CA
ALTA VISTA ALTERNATIVE HIGH,SANTA BARBARA,CA
SKYCREST ELEMENTARY,CITRUS HEIGHTS,CA
SIERRA VIEW ELEMENTARY,CHICO,CA
MONTEREY RIDGE ELEMENTARY,SAN DIEGO,CA
FREMONT ACADEMY OF ENGINEERING AND DESIGN,POMONA,CA
INGLEWOOD HIGH,INGLEWOOD,CA
CAHUILLA ELEMENTARY,PALM SPRINGS,CA
JACK LONDON ELEMENTARY,SANTA ROSA,CA
EARLY LEARNING PROGRAM,PICO RIVERA,CA
VALLEY VIEW MIDDLE,PLEASANT HILL,CA
EAST NICOLAUS HIGH,NICOLAUS,CA
ROSE DRIVE ELEMENTARY,YORBA LINDA,CA
TALBERT (SAMUEL E.) MIDDLE,HUNTINGTON BEACH,CA
WILLIAM M. METTEER ELEMENTARY,RED BLUFF,CA
ROOSEVELT ELEMENTARY,SANTA BARBARA,CA
MAXWELL ELEMENTARY,MAXWELL,CA
ROSEWOOD PARK,CITY OF COMMERCE,CA
JOHN F. KENNEDY ELEMENTARY,SANTA ANA,CA
SUNFLOWER ELEMENTARY,EL CENTRO,CA
COSUMNES RIVER ELEMENTARY,SLOUGHHOUSE,CA
PIONEER DRIVE ELEMENTARY,BAKERSFIELD,CA
EARL WARREN ELEMENTARY,LAKE ELSINORE,CA
PITTMAN CHARTER,STOCKTON,CA
MURDOCK-PORTAL ELEMENTARY,SAN JOSE,CA
CASTLE ROCK,CRESCENT CITY,CA
BURBANK UNIFIED INDEPENDENT LEARNING ACADEMY (BUILA),BURBANK,CA
LONGFELLOW ELEMENTARY,BAKERSFIELD,CA
SEASIDE CHILDREN?S CENTER,SEASIDE,CA
LEATAATA FLOYD ELEMENTARY,SACRAMENTO,CA
WINGLAND ELEMENTARY,BAKERSFIELD,CA
TRABUCO HILLS HIGH,MISSION VIEJO,CA
PALM DESERT HIGH,PALM DESERT,CA
BOULDER OAKS ELEMENTARY,ALPINE,CA
VISTA NUEVA CAREER AND TECHNOLOGY HIGH,SACRAMENTO,CA
KENTWOOD ELEMENTARY,LOS ANGELES,CA
ALAMITOS INTERMEDIATE,GARDEN GROVE,CA
MEADOW ELEMENTARY,PETALUMA,CA
SAN MARCOS SENIOR HIGH,SANTA BARBARA,CA
NEWMARK ELEMENTARY,SAN BERNARDINO,CA
HORACE MANN ELEMENTARY,OAKLAND,CA
MONSON-SULTANA ELEMENTARY,DINUBA,CA
SEQUOIA ELEMENTARY,SACRAMENTO,CA
KIRKWOOD ELEMENTARY,CORNING,CA
EDGEWATER ELEMENTARY,MARYSVILLE,CA
BAKER JUNIOR HIGH,BAKER,CA
BRANCIFORTE MIDDLE,SANTA CRUZ,CA
EUREKA SENIOR HIGH,EUREKA,CA
VALLEY VISTA HIGH (CONTINUATION),FOUNTAIN VALLEY,CA
WINCHELL ELEMENTARY,FRESNO,CA
MAEOLA E. BEITZEL ELEMENTARY,SACRAMENTO,CA
ALTA VISTA HIGH (CONTINUATION),VISTA,CA
ZEPHYR LANE ELEMENTARY,BAKERSFIELD,CA
VALLEY COMMUNITY DAY,HUGHSON,CA
WOODVILLE ELEMENTARY,PORTERVILLE,CA
SMYTHE ACADEMY OF ARTS AND SCIENCES,SACRAMENTO,CA
JACKSON HEIGHTS ELEMENTARY,RED BLUFF,CA
MERAKI HIGH,FAIR OAKS,CA
CENTRALIA ELEMENTARY,ANAHEIM,CA
WILLIAM PENN ELEMENTARY,BAKERSFIELD,CA
ROHR (FRED H.) ELEMENTARY,CHULA VISTA,CA
LOYALTON ELEMENTARY,LOYALTON,CA
EAGLE ROCK HIGH,LOS ANGELES,CA
J. C. MONTGOMERY,HANFORD,CA
MACGREGOR HIGH (CONTINUATION),ALBANY,CA
MARSHALL POMEROY ELEMENTARY,MILPITAS,CA
PIONEER MIDDLE,PORTERVILLE,CA
RIVERSIDE DRIVE CHARTER,SHERMAN OAKS,CA
PATTERSON ELEMENTARY,FREMONT,CA
EVANS RANCH ELEMENTARY,MENIFEE,CA
GLENN HAMMOND CURTISS MIDDLE,CARSON,CA
MOUNTAIN LAKES HIGH,SHASTA LAKE,CA
SAN FERNANDO SENIOR HIGH,SAN FERNANDO,CA
DONALD GRAHAM ELEMENTARY,WILDOMAR,CA
WALNUT GROVE ELEMENTARY,PATTERSON,CA
JOHN MUIR ELEMENTARY,SANTA MONICA,CA
LOVELL HIGH,CUTLER,CA
CREEKSIDE HIGH,IRVINE,CA
BROADACRES AVENUE ELEMENTARY,CARSON,CA
RIO VISTA ELEMENTARY,CATHEDRAL CITY,CA
GRANITE HILLS HIGH,EL CAJON,CA
CLOVERLAND ELEMENTARY,OAKDALE,CA
DEL SUR ELEMENTARY,SAN DIEGO,CA
PARKS (ROSA) ELEMENTARY,SAN FRANCISCO,CA
NORTH COUNTY REGIONAL OCCUPATIONAL PROGRAM,SUNNYVALE,CA
ARCADIA HIGH,ARCADIA,CA
OSBORN TWO-WAY IMMERSION ACADEMY,TURLOCK,CA
TULELAKE BASIN ELEMENTARY,TULELAKE,CA
FERNDALE ELEMENTARY,FERNDALE,CA
MARSHALL ACADEMY OF THE ARTS,LONG BEACH,CA
CASWELL STATE PRESCHOOL,CERES,CA
LUTHER BURBANK HIGH,SACRAMENTO,CA
BLANCHARD ELEMENTARY,SANTA PAULA,CA
FAIRFAX SENIOR HIGH,LOS ANGELES,CA
DOVE HILL ELEMENTARY,SAN JOSE,CA
NEWPORT HARBOR HIGH,NEWPORT BEACH,CA
MISSION VALLEY ELEMENTARY,TULARE,CA
GLOBAL FAMILY,OAKLAND,CA
TECOPA-FRANCIS ELEMENTARY,TECOPA,CA
TOPAZ PREPARATORY ACADEMY,HESPERIA,CA
ROBERT LOUIS STEVENSON COLLEGE AND CAREER PREPARATORY,LOS ANGELES,CA
CENTER STREET ELEMENTARY,EL SEGUNDO,CA
JOHN BURROUGHS MIDDLE,LOS ANGELES,CA
SIERRA MADRE ELEMENTARY,SIERRA MADRE,CA
SELECT COMMUNITY DAY (SECONDARY),LONG BEACH,CA
SANTA RITA PRE-K,SALINAS,CA
MATH SCIENCE & TECHNOLOGY MAGNET ACADEMY AT ROOSEVELT HIGH,LOS ANGELES,CA
CALEXICO HIGH,CALEXICO,CA
FAIRFIELD HIGH,FAIRFIELD,CA
MIDDLE COLLEGE HIGH,SAN JOSE,CA
APOLLO HIGH,SIMI VALLEY,CA
PIEDMONT AVENUE ELEMENTARY,OAKLAND,CA
VALLEY HIGH,HAYFORK,CA
TEMPLE ACADEMY,LA PUENTE,CA
MAYFAIR ELEMENTARY,FRESNO,CA
FAIRFIELD HIGH,FAIRFIELD,CA
E. NEAL ROBERTS ELEMENTARY,SAN BERNARDINO,CA
BAYSIDE STEAM ACADEMY,IMPERIAL BEACH,CA
WILSON MIDDLE,SAN DIEGO,CA
BIGGS HIGH,BIGGS,CA
JOHN REED PRIMARY,ROHNERT PARK,CA
ALLESANDRO ELEMENTARY,LOS ANGELES,CA
VISTA VERDE ELEMENTARY,VICTORVILLE,CA
BESS MAXWELL ELEMENTARY,CRESCENT CITY,CA
ARAGON AVENUE ELEMENTARY,LOS ANGELES,CA
GARRETSON ELEMENTARY,CORONA,CA
PAINTED ROCK ELEMENTARY,POWAY,CA
SAN YSIDRO HIGH,SAN DIEGO,CA
NORTH MONTEREY COUNTY HIGH,CASTROVILLE,CA
LIBERTY ELEMENTARY,VICTORVILLE,CA
OAKLEY ELEMENTARY,OAKLEY,CA
WILMINGTON MID SCI TECH ENGR ARTS MATH (STEAM) MAGNET,WILMINGTON,CA
ZEHNDER RANCH ELEMENTARY,ELK GROVE,CA
EASTWOOD ELEMENTARY,IRVINE,CA
LA VINA MIDDLE,DELANO,CA
ENADIA WAY TECHNOLOGY CHARTER,WEST HILLS,CA
MENDOCINO SUNRISE HIGH,MENDOCINO,CA
BREEN ELEMENTARY,ROCKLIN,CA
AMY B. SEIBERT ELEMENTARY,BAKERSFIELD,CA
LEMAY STREET ELEMENTARY,LAKE BALBOA,CA
LAKELAND ELEMENTARY,NORWALK,CA
JOSEPH LE CONTE MIDDLE,HOLLYWOOD,CA
HELENDALE ELEMENTARY,HELENDALE,CA
DATE ELEMENTARY,FONTANA,CA
OLIVEWOOD,NATIONAL CITY,CA
CORVALLIS MIDDLE,NORWALK,CA
SOUTH SAN FRANCISCO HIGH,SOUTH SAN FRANCISCO,CA
DAN MINI ELEMENTARY,VALLEJO,CA
BURROUGHS HIGH,RIDGECREST,CA
KING AVENUE ELEMENTARY,YUBA CITY,CA
MARIN COUNTY JUVENILE COURT,SAN RAFAEL,CA
VILLAGE ACADEMY HIGH SCHOOL AT INDIAN HILL,POMONA,CA
DUBLIN UNIFIED TRANSITION PROGRAM,DUBLIN,CA
PUC COMM CHARTER MID AND PUC COMM CHARTER EARLY COLLEGE HIGH,LAKE VIEW TERRACE,CA
CARMEL MIDDLE,CARMEL,CA
RAYMOND ELEMENTARY,FULLERTON,CA
SHELDON HIGH,SACRAMENTO,CA
LINCOLN ELEMENTARY,DINUBA,CA
PALO ALTO HIGH,PALO ALTO,CA
JOHANNA BOSS HIGH,STOCKTON,CA
SANTA CRUZ COUNTY SPECIAL EDUCATION,SANTA CRUZ,CA
VAL VERDE STUDENT SUCCESS ACADEMY,PERRIS,CA
