NAME,CITY,STATE
VALENCIA ELEMENTARY,LAGUNA HILLS,CA
HOLBROOK LANGUAGE ACADEMY,CONCORD,CA
EARLY CHILDHOOD LEARNING CENTER,IRVINE,CA
STOCKTON (COMMODORE) CHILDREN CENTER,SAN FRANCISCO,CA
CASTLEMONT ELEMENTARY,CAMPBELL,CA
SAN JOSE STREET ELEMENTARY,MISSION HILLS,CA
HOUSTON,ACAMPO,CA
PALMQUIST ELEMENTARY,OCEANSIDE,CA
HUMANITAS ACAD OF ART AND TECH AT ESTEBAN E. TORRES HIGH #4,LOS ANGELES,CA
NORSEMAN ELEMENTARY,FRESNO,CA
STOWERS(CECIL B.) ELEMENTARY,CERRITOS,CA
GILBERT HIGH (CONTINUATION),ANAHEIM,CA
CULVER PARK HIGH,CULVER CITY,CA
CORDOVA MEADOWS ELEMENTARY,RANCHO CORDOVA,CA
LIFE ACADEMY,OAKLAND,CA
ELK GROVE ELEMENTARY,ELK GROVE,CA
KEARNY DIGITAL MEDIA & DESIGN,SAN DIEGO,CA
BECKFORD CHARTER FOR ENRICHED STUDIES,NORTHRIDGE,CA
HENRY F. KAMMANN ELEMENTARY,SALINAS,CA
RAMONA HIGH,RIVERSIDE,CA
IZAAK WALTON INTERMEDIATE,GARDEN GROVE,CA
SAKAMOTO ELEMENTARY,SAN JOSE,CA
CIS ACADEMY,PASADENA,CA
BARTON ELEMENTARY,SAN BERNARDINO,CA
JEFFERSON MIDDLE,SAN GABRIEL,CA
COURREGES (ROCH) ELEMENTARY,FOUNTAIN VALLEY,CA
FREMONT ELEMENTARY,MONTEBELLO,CA
SUNDANCE ELEMENTARY,BEAUMONT,CA
CLOVER FLAT ELEMENTARY,BOULEVARD,CA
THOMAS A. EDISON ELEMENTARY,SANTA ANA,CA
NIPOMO ELEMENTARY,NIPOMO,CA
HONEY RUN ACADEMY SECONDARY,PARADISE,CA
SONORA ELEMENTARY,SONORA,CA
SANTA SUSANA ELEMENTARY,SIMI VALLEY,CA
MENDOCINO K-8,MENDOCINO,CA
DR. OWEN LLOYD KNOX ELEMENTARY,LOS ANGELES,CA
ROCKFORD ELEMENTARY,PORTERVILLE,CA
SERRANO MIDDLE,HIGHLAND,CA
HELEN STACEY MIDDLE,HUNTINGTON BEACH,CA
RICHMOND ELEMENTARY,SUSANVILLE,CA
GEORGE EISENHUT ELEMENTARY,MODESTO,CA
FRANKLIN ELEMENTARY,OAKLAND,CA
JESSIE NELSON ACADEMY,SIGNAL HILL,CA
ROSEMONT HIGH,SACRAMENTO,CA
NORIEGA CHILDREN CENTER,SAN FRANCISCO,CA
BONITA ELEMENTARY,CROWS LANDING,CA
JOHNSON ELEMENTARY,SAN DIEGO,CA
VALLEY HIGH,SACRAMENTO,CA
ALEXANDER FLEMING MIDDLE,LOMITA,CA
TORO PRESCHOOL,SALINAS,CA
TEMPLE CITY HIGH,TEMPLE CITY,CA
AROVISTA ELEMENTARY,BREA,CA
SOUTH TAMARIND ELEMENTARY,FONTANA,CA
FOWLER ACADEMY CONTINUATION,FOWLER,CA
HARMONY MAGNET ACADEMY,STRATHMORE,CA
WOODROW WILSON ELEMENTARY,COLTON,CA
EASTLAKE HIGH,CHULA VISTA,CA
JOSHUA ELEMENTARY,LANCASTER,CA
LOCKWOOD AVENUE ELEMENTARY,LOS ANGELES,CA
SEQUOIA HIGH,REDWOOD CITY,CA
HANFORD HIGH,HANFORD,CA
POMELO COMMUNITY CHARTER,WEST HILLS,CA
WILL C. WOOD HIGH,VACAVILLE,CA
NAPA VALLEY LANGUAGE ACADEMY,NAPA,CA
ARETE CHARTER ACADEMY,GRASS VALLEY,CA
ALESSANDRO,MORENO VALLEY,CA
OSPREY LEARNING CENTER,REDWAY,CA
KNIGHTS FERRY ELEMENTARY,KNIGHTS FERRY,CA
NEWCASTLE CHARTER,NEWCASTLE,CA
EASTWOOD ELEMENTARY,WESTMINSTER,CA
ROGER ANTON ELEMENTARY,SAN BERNARDINO,CA
VALLE VERDE ELEMENTARY,BAKERSFIELD,CA
TIOGA COMMUNITY,LEE VINING,CA
ERICSON ELEMENTARY,SAN DIEGO,CA
HIGHLANDS ELEMENTARY,SAUGUS,CA
FIFTY-SECOND STREET ELEMENTARY,LOS ANGELES,CA
CENTRAL COAST HIGH,SEASIDE,CA
SUNSET ELEMENTARY,SAN FRANCISCO,CA
JOHN ADAMS MIDDLE,SANTA MONICA,CA
CONCORD HIGH,CONCORD,CA
MAGNOLIA AVENUE ELEMENTARY,LOS ANGELES,CA
S.F. COUNTY SPECIAL EDUCATION,SAN FRANCISCO,CA
DUBLIN ELEMENTARY,DUBLIN,CA
MADRONA ELEMENTARY,THOUSAND OAKS,CA
CHARLES WRIGHT ELEMENTARY,MERCED,CA
OROVILLE HIGH,OROVILLE,CA
CENTURY ELEMENTARY,CLOVIS,CA
TWO BUNCH PALMS ELEMENTARY,DESERT HOT SPRINGS,CA
PEEP - PREPARE,SAN LUIS OBISPO,CA
ALTADENA ELEMENTARY,ALTADENA,CA
BERRYESSA UNION ELEMENTARY,SAN JOSE,CA
VALLEY VIEW ELEMENTARY,LOS ANGELES,CA
HOWARD WOOD ELEMENTARY,TORRANCE,CA
MISSION SAN JOSE HIGH,FREMONT,CA
VALLEY VIEW ELEMENTARY,RICHMOND,CA
WASHINGTON ACADEMIC MIDDLE,SANGER,CA
KENMORE ELEMENTARY,BALDWIN PARK,CA
CESAR CHAVEZ COMMUNITY,WOODLAND,CA
FAIRGROVE ACADEMY,LA PUENTE,CA
ROBERT J. FITE ELEMENTARY,SACRAMENTO,CA
FRANK D. PARENT,INGLEWOOD,CA
VERNON E. GREER ELEMENTARY,GALT,CA
SPECIAL EDUCATION-INFANT/PRESCHOOL PROGRAM,LOS ANGELES,CA
NANCY CORY ELEMENTARY,LANCASTER,CA
ETHEL PHILLIPS ELEMENTARY,SACRAMENTO,CA
THURGOOD MARSHALL ELEMENTARY,LYNWOOD,CA
MT. LASSIC HIGH (CONTINUATION),MAD RIVER,CA
LAKE COUNTY ROP,LAKEPORT,CA
SUNSHINE GARDENS ELEMENTARY,SOUTH SAN FRANCISCO,CA
FERNDALE HIGH,FERNDALE,CA
UNIVERSITY PARK ELEMENTARY,IRVINE,CA
JOHN J. PERSHING ELEMENTARY,MADERA,CA
MOORE MIDDLE,REDLANDS,CA
YVONNE HARMON,SAN BERNARDINO,CA
ESPERANZA EDUCATION CENTER,MISSION VIEJO,CA
GREAT OAK HIGH,TEMECULA,CA
DAVIDSON ELEMENTARY,SAN BERNARDINO,CA
PINE GROVE ELEMENTARY,SANTA MARIA,CA
STAGG STREET ELEMENTARY,VAN NUYS,CA
GRIZZLY HILL,NEVADA CITY,CA
FRESNO FLATS COMMUNITY DAY,AHWAHNEE,CA
LAKE CANYON ELEMENTARY,GALT,CA
STRATHERN STREET ELEMENTARY,NORTH HOLLYWOOD,CA
CENTENNIAL HIGH,COMPTON,CA
MALIBU ELEMENTARY,MALIBU,CA
EL CAPITAN ELEMENTARY,DELHI,CA
MONROE HIGH (CONTINUATION),TEHACHAPI,CA
TURLOCK HIGH,TURLOCK,CA
STEAM ACADEMY @ BURKE,PICO RIVERA,CA
MARGARET KEATING ELEMENTARY,KLAMATH,CA
MCKINLEY ELEMENTARY,BAKERSFIELD,CA
DEMILLE ELEMENTARY,MIDWAY CITY,CA
JOHN VIERRA HIGH,ANGELS CAMP,CA
LA SIERRA HIGH,VISALIA,CA
LA CANADA HIGH,LA CANADA,CA
TYLER SKILLS ELEMENTARY,STOCKTON,CA
RIO VISTA ELEMENTARY,EL MONTE,CA
ORTEGA HIGH,LAKE ELSINORE,CA
FERN ELEMENTARY,TORRANCE,CA
VIEJA VALLEY ELEMENTARY,SANTA BARBARA,CA
LUTHER BURBANK ELEMENTARY,MERCED,CA
NORTH TERRACE ELEMENTARY,OCEANSIDE,CA
EL VERANO ELEMENTARY,SONOMA,CA
TAMURA (HISAMATSU) ELEMENTARY,FOUNTAIN VALLEY,CA
BALDWIN (JULIA) ELEMENTARY,SAN JOSE,CA
MANHATTAN BEACH PRESCHOOL,MANHATTAN BEACH,CA
CUPERTINO MIDDLE,SUNNYVALE,CA
CENTRAL ORANGE COUNTY CTE PARTNERSHIP (CTEP),COSTA MESA,CA
VIRGINIA R. BORIS ELEMENTARY,FRESNO,CA
UPPER LAKE ELEMENTARY,UPPER LAKE,CA
INYOKERN ELEMENTARY,INYOKERN,CA
MILL VALLEY MIDDLE,MILL VALLEY,CA
SAN JUAN CHOICES CHARTER,SACRAMENTO,CA
SISKIYOU COUNTY ROP,YREKA,CA
BATES ELEMENTARY,COURTLAND,CA
CAHUILLA DESERT ACADEMY JUNIOR HIGH,COACHELLA,CA
WILLIAM SAROYAN ELEMENTARY,FRESNO,CA
GRANITE HILLS HIGH,PORTERVILLE,CA
CESAR CHAVEZ ELEMENTARY,SAN JOSE,CA
DOUGLASS MIDDLE,WOODLAND,CA
BLACKFORD ELEMENTARY,SAN JOSE,CA
WILDOMAR ELEMENTARY,WILDOMAR,CA
INDIO MIDDLE,INDIO,CA
KEITH MCCARTHY ACADEMY,LAKE ELSINORE,CA
BERT M. LYNN MIDDLE,TORRANCE,CA
JOSEPH GEORGE MIDDLE,SAN JOSE,CA
RONALD E. MCNAIR ELEMENTARY,COMPTON,CA
THE MET,SACRAMENTO,CA
WHALEY MIDDLE,COMPTON,CA
SAN PEDRO SENIOR HIGH,SAN PEDRO,CA
MOJAVE JR./SR. HIGH,MOJAVE,CA
JEANE THORMAN ELEMENTARY,TUSTIN,CA
DOUGLAS MACARTHUR FUNDAMENTAL INTERMEDIATE,SANTA ANA,CA
LOS AMIGOS HIGH,FOUNTAIN VALLEY,CA
DIABLO VIEW MIDDLE,CLAYTON,CA
NEVIN AVENUE ELEMENTARY,LOS ANGELES,CA
MONTEVIDEO ELEMENTARY,MISSION VIEJO,CA
PEDLEY ELEMENTARY,JURUPA VALLEY,CA
SANTEE EDUCATION COMPLEX,LOS ANGELES,CA
SIERRAMONT MIDDLE,SAN JOSE,CA
KIRBY DOROTHY CAMP,CITY OF COMMERCE,CA
WHEATLAND CHARTER ACADEMY,BEALE AFB,CA
MCPHERSON ELEMENTARY,NAPA,CA
MCKINNA ELEMENTARY,OXNARD,CA
E. A. HALL MIDDLE,WATSONVILLE,CA
MARINA HIGH,HUNTINGTON BEACH,CA
VALLEY VIEW HIGH,MORENO VALLEY,CA
PETERS CANYON ELEMENTARY,TUSTIN,CA
MAMMOTH MIDDLE,MAMMOTH LAKES,CA
EEL RIVER COMMUNITY,FORTUNA,CA
CANYON HIGH,ANAHEIM,CA
RICHLAND CONTINUATION HIGH,ORANGE,CA
NEWHALL ELEMENTARY,NEWHALL,CA
TAHQUITZ HIGH,HEMET,CA
SEVEN HILLS INTERMEDIATE,NEVADA CITY,CA
SLATER ELEMENTARY,FRESNO,CA
SALT CREEK ELEMENTARY,CHULA VISTA,CA
HIGH DESERT,ACTON,CA
JOHN F. LAND,WESTMINSTER,CA
MOUNTAIN VIEW ELEMENTARY,RIVERSIDE,CA
MAGNOLIA ELEMENTARY,RIVERSIDE,CA
GRANITE POINTE ELEMENTARY,BAKERSFIELD,CA
R.J. FRANK ACADEMY OF MARINE SCIENCE & ENGINEERING,OXNARD,CA
MORENO ELEMENTARY,MONTCLAIR,CA
YORK,HAWTHORNE,CA
FRUITVALE ELEMENTARY,OAKLAND,CA
GATEWAY COMMUNITY,CAMARILLO,CA
MAPLE CREEK ELEMENTARY,FRESNO,CA
MONTEBELLO COMMUNITY DAY,MONTEBELLO,CA
JOHN H. FRANCIS POLYTECHNIC,SUN VALLEY,CA
SIXTH AVENUE ELEMENTARY,LOS ANGELES,CA
VISTA VIEW MIDDLE,FOUNTAIN VALLEY,CA
HUNTINGTON SEACLIFF ELEMENTARY,HUNTINGTON BEACH,CA
TIERRA DEL SOL MIDDLE,LAKESIDE,CA
LAS FLORES ELEMENTARY,RANCHO SANTA MARGARITA,CA
PERSHING CONTINUATION HIGH,FRESNO,CA
AURORA ELEMENTARY,LOS ANGELES,CA
MIKE CHOATE EARLY CHILDHOOD EDUCATION CENTER,FALLBROOK,CA
FRESNO COUNTY SPECIAL EDUCATION,FRESNO,CA
CALABASH CHARTER ACADEMY,WOODLAND HILLS,CA
INDEPENDENCE HIGH,PASO ROBLES,CA
MANUEL F. CUNHA INTERMEDIATE,HALF MOON BAY,CA
CESAR CHAVEZ MIDDLE,OCEANSIDE,CA
SKYLINE HIGH,OAKLAND,CA
VALLEY CENTER HIGH,VALLEY CENTER,CA
RIDGWAY HIGH (CONTINUATION),SANTA ROSA,CA
MIRANDA JUNIOR HIGH,MIRANDA,CA
MARTIN LUTHER KING JR. ELEMENTARY,SANTA ANA,CA
LAWLESS ELEMENTARY,FRESNO,CA
WASCO HIGH,WASCO,CA
STONE CORRAL ELEMENTARY,VISALIA,CA
DEWOLF CONTINUATION HIGH,FRESNO,CA
WASHINGTON ELEMENTARY,BERKELEY,CA
LINDA ESPERANZA MARQUEZ HIGH B LIBRA ACADEMY,HUNTINGTON PARK,CA
EZEKIEL BALDERAS ELEMENTARY,FRESNO,CA
ROSE ELEMENTARY,ESCONDIDO,CA
CARLSBAD SEASIDE ACADEMY,CARLSBAD,CA
IRWIN ACADEMY OF PERFORMING ARTS,VICTORVILLE,CA
WESTON ELEMENTARY,RIPON,CA
SAN PEDRO STREET ELEMENTARY,LOS ANGELES,CA
RAMONA MIDDLE,SAN DIMAS,CA
DANNY J. BAKEWELL SR. PRIMARY CENTER,LOS ANGELES,CA
SEVICK SPECIAL EDUCATION,EL CAJON,CA
MERCED COUNTY JUVENILE COURT,MERCED,CA
CHARLES H. KIM ELEMENTARY,LOS ANGELES,CA
RIVERSIDE COUNTY SPECIAL EDUCATION,RIVERSIDE,CA
WINTER GARDENS ELEMENTARY,LOS ANGELES,CA
LAKE STREET PRIMARY,LOS ANGELES,CA
SPRING HILL OPPORTUNITY,MARIPOSA,CA
DE ANZA ACADEMY OF TECHNOLOGY AND THE ARTS,VENTURA,CA
PERES ELEMENTARY,RICHMOND,CA
JOHN MUIR MIDDLE,CORCORAN,CA
PALM SPRINGS HIGH,PALM SPRINGS,CA
BRIDGEPORT ELEMENTARY,SANTA CLARITA,CA
GAULDIN (A.L.) ELEMENTARY,DOWNEY,CA
LA VINA ELEMENTARY,MADERA,CA
RAYMOND J. FISHER MIDDLE,LOS GATOS,CA
PERRY ELEMENTARY,SAN DIEGO,CA
JAMES MADISON ELEMENTARY,LA QUINTA,CA
JERRY D. HOLLAND MIDDLE,BALDWIN PARK,CA
RANCHO MEDANOS JUNIOR HIGH,PITTSBURG,CA
JELLICK ELEMENTARY,ROWLAND HEIGHTS,CA
TORREY PINES ELEMENTARY,LA JOLLA,CA
BIG CREEK ELEMENTARY,BIG CREEK,CA
SAN ANTONIO CONTINUATION,HUNTINGTON PARK,CA
OAK GROVE HIGH,SAN JOSE,CA
ALHAMBRA SENIOR HIGH,MARTINEZ,CA
CARLE (WILLIAM C.) HIGH (CONTINUATION),LOWER LAKE,CA
SECOND STREET ELEMENTARY,LOS ANGELES,CA
MAJOR GENERAL RAYMOND MURRAY HIGH,VISTA,CA
HIGHLAND ELEMENTARY,INGLEWOOD,CA
JACOBY CREEK,BAYSIDE,CA
JUNIPERO SERRA HIGH,SAN JUAN CAPISTRANO,CA
WALNUT ELEMENTARY,LA HABRA,CA
KERN COUNTY JUVENILE COURT,BAKERSFIELD,CA
CHASE STREET ELEMENTARY,PANORAMA CITY,CA
ENCHANTED HILLS ELEMENTARY,PERRIS,CA
GATEWAY HIGH (CONTINUATION),CHOWCHILLA,CA
NYE ELEMENTARY,SAN DIEGO,CA
DONALD J. MEYER ELEMENTARY,SAN JOSE,CA
RANCHO VERDE ELEMENTARY,APPLE VALLEY,CA
SKY VIEW ELEMENTARY,PERRIS,CA
ONE HUNDRED FIFTY-SIXTH STREET ELEMENTARY,GARDENA,CA
NEWARK MEMORIAL HIGH,NEWARK,CA
SUNNYMEAD MIDDLE,MORENO VALLEY,CA
CHALLENGES COMMUNITY DAY,LENWOOD,CA
ROSA PARKS ELEMENTARY,LYNWOOD,CA
ENCINITA ELEMENTARY,ROSEMEAD,CA
TURTLEBACK ELEMENTARY,SAN DIEGO,CA
MEADOWBROOK MIDDLE,POWAY,CA
SUNSET ELEMENTARY,LA PUENTE,CA
GEORGE WASHINGTON CARVER ELEMENTARY,SANTA ANA,CA
CRAWFORD HIGH,SAN DIEGO,CA
VALLEY OAKS,SACRAMENTO,CA
YREKA COMMUNITY DAY,YREKA,CA
KENWOOD ELEMENTARY,KENWOOD,CA
ROOSEVELT MIDDLE,SAN FRANCISCO,CA
WESTERN CENTER ACADEMY,HEMET,CA
GRIFFITHS (GORDON) MIDDLE,DOWNEY,CA
JUAREZ-LINCOLN ELEMENTARY,SAN DIEGO,CA
SUNNY BRAE AVENUE ELEMENTARY,WINNETKA,CA
RED BLUFF COMMUNITY DAY,RED BLUFF,CA
SAN FRANCISCO PUBLIC MONTESSORI,SAN FRANCISCO,CA
BUTTE COUNTY SPECIAL EDUCATION,OROVILLE,CA
ROWLAND AVENUE ELEMENTARY,WEST COVINA,CA
MALABAR STREET ELEMENTARY,LOS ANGELES,CA
SUMNER ELEMENTARY,CLAREMONT,CA
MORRIS K. HAMASAKI ELEMENTARY,LOS ANGELES,CA
COUNTRY LANE ELEMENTARY,SAN JOSE,CA
BRAVO LAKE HIGH,VISALIA,CA
GAHR (RICHARD) HIGH,CERRITOS,CA
MOUNTAIN SHADOWS MIDDLE,NUEVO,CA
TRAWEEK MIDDLE,WEST COVINA,CA
FILLMORE MIDDLE,FILLMORE,CA
LAUREL ELEMENTARY,ATHERTON,CA
UNIVERSITY CENTER PRESCHOOL,THOUSAND OAKS,CA
DEL NORTE HIGH,SAN DIEGO,CA
WINTON MIDDLE,HAYWARD,CA
ELIZABETH T. HUGHBANKS ELEMENTARY,RIALTO,CA
KRATT ELEMENTARY,FRESNO,CA
TULLY C. KNOLES,STOCKTON,CA
ELLIOTT (WILLIAM F) ELEMENTARY,ARTESIA,CA
PRISK ELEMENTARY,LONG BEACH,CA
SPECIAL EDUCATION PRESCHOOL,SANTA CRUZ,CA
LASSEN ROP,SUSANVILLE,CA
WESM HEALTH/SPORTS MEDICINE,LOS ANGELES,CA
MCMANUS (JOHN A.) ELEMENTARY,CHICO,CA
KIMBALL ELEMENTARY,ANTIOCH,CA
NORDHOFF HIGH,OJAI,CA
VALLEY ATWATER COMMUNITY,ATWATER,CA
PARKVIEW ELEMENTARY,PORT HUENEME,CA
VALLEY OAKS ELEMENTARY,GALT,CA
QUAIL VALLEY MIDDLE,PHELAN,CA
DISCOVERY BAY ELEMENTARY,DISCOVERY BAY,CA
DANA HILLS HIGH,DANA POINT,CA
E. J. MARSHALL ELEMENTARY,CHINO,CA
COTTONWOOD ELEMENTARY,PALMDALE,CA
NUESTRO ELEMENTARY,LIVE OAK,CA
PROSPECTS HIGH (ALTERNATIVE),ANTIOCH,CA
WASUMA ELEMENTARY,AHWAHNEE,CA
MARGARET LANDELL ELEMENTARY,CYPRESS,CA
JOHN MUIR ELEMENTARY,BERKELEY,CA
ERNEST O. LAWRENCE ELEMENTARY,GARDEN GROVE,CA
COAST UNION HIGH,CAMBRIA,CA
KENNEDY ELEMENTARY,LINDSAY,CA
ROUND VALLEY HIGH,COVELO,CA
NOGALES HIGH,LA PUENTE,CA
SANTA ROSA TECHNOLOGY MAGNET,CAMARILLO,CA
OWENSMOUTH CONTINUATION,CANOGA PARK,CA
BALLARD ELEMENTARY,SOLVANG,CA
HERITAGE ELEMENTARY,TULARE,CA
JOHN F. KENNEDY HIGH,RICHMOND,CA
MONTVUE ELEMENTARY,POMONA,CA
OSCAR F. LOYA ELEMENTARY,SALINAS,CA
FAIRMONT CHARTER ELEMENTARY,VACAVILLE,CA
CECILIA LUCERO SOLORIO ELEMENTARY,FONTANA,CA
ERNESTO GALARZA ELEMENTARY,SAN JOSE,CA
SAN LAUREN ELEMENTARY,BAKERSFIELD,CA
SARA COUGHLIN ELEMENTARY,PACOIMA,CA
DIXON HIGH,DIXON,CA
ALPINE COUNTY OPPORTUNITY,MARKLEEVILLE,CA
BERNARDO HEIGHTS MIDDLE,SAN DIEGO,CA
MILLER (ISAAC) ELEMENTARY,SANTA MARIA,CA
CASTILLE ELEMENTARY,MISSION VIEJO,CA
MIRAMONTE ELEMENTARY,CLOVIS,CA
CYPRESS ELEMENTARY,NEWBURY PARK,CA
BOYLE HEIGHTS SCI TECH ENGR AND MATH MAGNET,LOS ANGELES,CA
PALMS MIDDLE,LOS ANGELES,CA
EL MODENA HIGH,ORANGE,CA
CURRAN MIDDLE,BAKERSFIELD,CA
EXETER UNION HIGH,EXETER,CA
DAILARD ELEMENTARY,SAN DIEGO,CA
ROOSEVELT ELEMENTARY,HANFORD,CA
LOS PADRES ELEMENTARY,SALINAS,CA
KENDALL ELEMENTARY,SAN BERNARDINO,CA
MCKINLEY ELEMENTARY,STOCKTON,CA
VALLEY OAK MIDDLE,VISALIA,CA
CENTRAL ELEMENTARY,RANCHO CUCAMONGA,CA
RAMONA ELEMENTARY,ALHAMBRA,CA
THEODORE ROOSEVELT MIDDLE,GLENDALE,CA
SANTANA HIGH,SANTEE,CA
SANTA ROSA MIDDLE,SANTA ROSA,CA
JOHN SWETT HIGH,CROCKETT,CA
AUGUSTUS F. HAWKINS HIGH C RSPNSBL INDIGENOUS SOC ENTREPR,LOS ANGELES,CA
MT. SHASTA HIGH,MOUNT SHASTA,CA
GALLATIN ELEMENTARY,DOWNEY,CA
EDGEMONT ELEMENTARY,MORENO VALLEY,CA
STEGE ELEMENTARY,RICHMOND,CA
ROMERO-CRUZ ACADEMY,SANTA ANA,CA
ARROYO HIGH,SAN LORENZO,CA
GRANT ELEMENTARY,SAN JOSE,CA
LONGWOOD ELEMENTARY,HAYWARD,CA
HIDDEN VALLEY MIDDLE,ESCONDIDO,CA
OASIS ELEMENTARY,THERMAL,CA
HUGHES MIDDLE,LONG BEACH,CA
LOUIS VANDERMOLEN FUNDAMENTAL ELEMENTARY,JURUPA VALLEY,CA
MERLE L. FULLER ELEMENTARY,CHOWCHILLA,CA
VINTAGE HILLS ELEMENTARY,TEMECULA,CA
VALLEY OAK CONTINUATION HIGH,LIVE OAK,CA
WASHINGTON ELEMENTARY,POMONA,CA
MISSION VALLEY ROCP,FREMONT,CA
ARLANZA ELEMENTARY,RIVERSIDE,CA
MOUNTAIN PARK,MONROVIA,CA
EL CARMELO ELEMENTARY,PALO ALTO,CA
LINDHURST HIGH,OLIVEHURST,CA
HOOPER AVENUE ELEMENTARY,LOS ANGELES,CA
WILLOWS INTERMEDIATE,WILLOWS,CA
MELROSE AVENUE ELEMENTARY,LOS ANGELES,CA
WEIGAND AVENUE ELEMENTARY,LOS ANGELES,CA
SHASTA COLLEGIATE ACADEMY,REDDING,CA
VINA DANKS MIDDLE,ONTARIO,CA
YOUTH OPPORTUNITIES UNLIMITED,LOS ANGELES,CA
SEGERSTROM HIGH,SANTA ANA,CA
HILLCREST ELEMENTARY,OAKLAND,CA
WALNUT ELEMENTARY EDUCATION CENTER,TURLOCK,CA
SUTTER MIDDLE,SACRAMENTO,CA
THOMAS STARR KING MIDDLE SCHOOL FILM AND MEDIA MAGNET,LOS ANGELES,CA
LANKERSHIM ELEMENTARY,HIGHLAND,CA
BOOKSIN ELEMENTARY,SAN JOSE,CA
NORTHGATE HIGH,WALNUT CREEK,CA
EASTIN ARCOLA,MADERA,CA
EAST BAY INNOVATION ACADEMY,OAKLAND,CA
QUAIL LAKE ENVIRONMENTAL CHARTER,CLOVIS,CA
HARRY BRIDGES SPAN,WILMINGTON,CA
THIRD STREET ELEMENTARY,LOS ANGELES,CA
RICHARD RIORDAN PRIMARY CENTER,LOS ANGELES,CA
MURRIETA ELEMENTARY,MURRIETA,CA
DELAINE EASTIN ELEMENTARY,UNION CITY,CA
LAWNDALE HIGH,LAWNDALE,CA
H. A. HYDE ELEMENTARY,WATSONVILLE,CA
BLANCHE SPRENTZ ELEMENTARY,FOLSOM,CA
ROBERTS FERRY CHARTER SCHOOL ACADEMY,WATERFORD,CA
WESTWOOD ELEMENTARY,SAN DIEGO,CA
HOLLY OAK ELEMENTARY,SAN JOSE,CA
RENAISSANCE HIGH SCHOOL FOR THE ARTS,LONG BEACH,CA
ATASCADERO HIGH,ATASCADERO,CA
BORREGO SPRINGS HIGH,BORREGO SPRINGS,CA
RIVERVIEW ELEMENTARY,LAKESIDE,CA
MT. PLEASANT ELEMENTARY,SAN JOSE,CA
CAMPOLINDO HIGH,MORAGA,CA
LATONA AVENUE ELEMENTARY,LOS ANGELES,CA
NEAL DOW ELEMENTARY,CHICO,CA
OLIVE VIEW ELEMENTARY,CORNING,CA
LOS ALTOS HIGH,HACIENDA HEIGHTS,CA
KYNOCH ELEMENTARY,MARYSVILLE,CA
MERTON E. HILL ELEMENTARY,GARDEN GROVE,CA
VALLEY VIEW ELEMENTARY,PLEASANTON,CA
WINDMILL SPRINGS ELEMENTARY,SAN JOSE,CA
HARVEST PARK PRESCHOOL CENTER,PLEASANTON,CA
ESTEBAN TORRES EAST LA PERFORMING ARTS MAGNET,LOS ANGELES,CA
HIGHLAND HIGH,BAKERSFIELD,CA
CALLE MAYOR MIDDLE,TORRANCE,CA
ROBERT E. WILLETT ELEMENTARY,DAVIS,CA
LOS FELIZ SCIENCE/TECH/ENGINEER/MATH/MEDICINE MAGNET,LOS ANGELES,CA
HURD BARRINGTON ELEMENTARY,NEWMAN,CA
LINCOLN CROSSING ELEMENTARY,LINCOLN,CA
ANDERSON VALLEY ELEMENTARY,BOONVILLE,CA
PLEASANT GROVE HIGH,ELK GROVE,CA
MEADOW HEIGHTS ELEMENTARY,SAN MATEO,CA
BELLINGHAM ELEMENTARY,NORTH HOLLYWOOD,CA
PARKVIEW ELEMENTARY,TAFT,CA
PARK DALE LANE ELEMENTARY,ENCINITAS,CA
BROOK HAVEN MIDDLE,SEBASTOPOL,CA
R. REX PARRIS HIGH,PALMDALE,CA
GRANT ELEMENTARY,REDDING,CA
LAKEPORT ALTERNATIVE (HOME SCHOOL),LAKEPORT,CA
RICHMAN ELEMENTARY,FULLERTON,CA
CAMBRIA GRAMMAR,CAMBRIA,CA
PROSPECT HIGH (CONTINUATION),OROVILLE,CA
MIRALESTE INTERMEDIATE,RANCHO PALOS VERDES,CA
MOUNTAIN VISTA HIGH,MADERA,CA
LYNDALE ELEMENTARY,SAN JOSE,CA
RUDOLPH RIVERA MIDDLE,MERCED,CA
POINT ARENA HIGH,POINT ARENA,CA
CALIFORNIA SCHOOL FOR THE DEAF-RIVERSIDE,RIVERSIDE,CA
REDWOOD ELEMENTARY,FONTANA,CA
ORCHARD ELEMENTARY,SAN JOSE,CA
KERN COUNTY SPECIAL EDUCATION,BAKERSFIELD,CA
MERCED CITY SCHOOL DISTRICT COMMUNITY DAY,MERCED,CA
SANTA LUCIA ELEMENTARY,KING CITY,CA
MARIPOSA ELEMENTARY,MARIPOSA,CA
CHAVEZ ELEMENTARY,LONG BEACH,CA
MCKINLEY ELEMENTARY,FRESNO,CA
HARVEY GREEN ELEMENTARY,FREMONT,CA
MEADOWS ELEMENTARY,VALENCIA,CA
FRENCH VALLEY ELEMENTARY,WINCHESTER,CA
BROWNS VALLEY ELEMENTARY,VACAVILLE,CA
BARRANCA ELEMENTARY,COVINA,CA
SUNSET LANE ELEMENTARY,FULLERTON,CA
CENTERVILLE HIGH (CONTINUATION),POTTER VALLEY,CA
VILLAGE ELEMENTARY,NORTH HIGHLANDS,CA
CUCAMONGA MIDDLE,RANCHO CUCAMONGA,CA
YU (ALICE FONG) ELEMENTARY,SAN FRANCISCO,CA
